event_id,ship_name,ship_type,voyage_route,outbreak_year,outbreak_duration_days,pathogen_identified,pathogen_category,secondary_pathogens,clinical_syndrome,cases_passengers,cases_crew,total_crew_onboard,attack_rate_percent,hospitalisations,deaths,transmission_route,data_source_category,data_source_reference,source_url,public_health_response,notes
EVT-695,Dawn Princess,ocean_cruise,NR,2005,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,76,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-696,Horizon,ocean_cruise,NR,2005,8,NR,unknown,NR,acute_gastroenteritis,42,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-697,Crystal Symphony,ocean_cruise,NR,2005,12,NR,unknown,NR,acute_gastroenteritis,20,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-698,Norwegian Crown,ocean_cruise,NR,2005,16,NR,unknown,NR,acute_gastroenteritis,60,4,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-699,Royal Princess,ocean_cruise,NR,2005,18,NR,unknown,NR,acute_gastroenteritis,38,15,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-700,Veendam,ocean_cruise,NR,2005,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,88,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-701,Zenith,ocean_cruise,NR,2005,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,138,17,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-702,Celebration,ocean_cruise,NR,2005,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,69,30,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-703,Celebration,ocean_cruise,NR,2005,5,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,89,35,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-704,Seven Seas Mariner,ocean_cruise,NR,2005,13,Salmonella spp.,foodborne_waterborne_bacterial,NR,acute_gastroenteritis,1,20,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-705,Empress of the Seas,ocean_cruise,NR,2005,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,72,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-706,Mariner of the Seas,ocean_cruise,NR,2005,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,276,27,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-707,Veendam,ocean_cruise,NR,2005,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,219,36,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-708,Ryndam,ocean_cruise,NR,2005,17,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,272,37,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-709,Sun Princess,ocean_cruise,NR,2005,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,93,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-710,Veendam,ocean_cruise,NR,2005,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,70,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-711,Enchantment of the Seas,ocean_cruise,NR,2005,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,103,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-042,Unnamed cruise ship (Norovirus 2006),ocean_cruise,Transatlantic,2006,10,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,420,45,NR,NR,NR,0,fecal-oral/person-to-person/environmental,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-656,Regal Princess,ocean_cruise,NR,2006,21,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,75,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-657,Freedom of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,85,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-658,Sun Princess,ocean_cruise,NR,2006,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,112,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-659,Norwegian Wind,ocean_cruise,NR,2006,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,77,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-660,Zaandam,ocean_cruise,NR,2006,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,64,4,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-661,Freedom of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,338,46,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-662,Serenade of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,101,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-663,Summit,ocean_cruise,NR,2006,15,NR,unknown,NR,acute_gastroenteritis,72,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-664,Adventure of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,129,1,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-665,Carnival Liberty,ocean_cruise,NR,2006,17,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,536,143,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-666,Serenade of the Seas,ocean_cruise,NR,2006,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,68,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-667,Constellation,ocean_cruise,NR,2006,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,72,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-668,Island Princess,ocean_cruise,NR,2006,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,109,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-669,Constellation,ocean_cruise,NR,2006,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,65,1,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-670,Diamond Princess,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,127,4,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-671,Radiance of the Seas,ocean_cruise,NR,2006,8,NR,unknown,NR,acute_gastroenteritis,227,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-672,Mariner of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,248,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-673,Infinity,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,105,20,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-674,Mercury,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,121,4,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-675,Ryndam,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,64,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-676,Ryndam,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,102,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-677,Norwegian Star,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,115,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-678,Norwegian Sun,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,71,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-679,Explorer of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,117,15,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-680,Veendam,ocean_cruise,NR,2006,18,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,67,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-681,Amsterdam,ocean_cruise,NR,2006,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,76,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-682,Mercury,ocean_cruise,NR,2006,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,107,24,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-683,Island Princess,ocean_cruise,NR,2006,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,72,16,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-684,Amsterdam,ocean_cruise,NR,2006,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,130,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-685,Mercury,ocean_cruise,NR,2006,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,191,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-686,Grandeur of the Seas,ocean_cruise,NR,2006,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,130,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-687,Volendam,ocean_cruise,NR,2006,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,51,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-688,Seven Seas Mariner,ocean_cruise,NR,2006,14,NR,unknown,NR,acute_gastroenteritis,26,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-689,Explorer of the Seas,ocean_cruise,NR,2006,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,243,19,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-690,Queen Mary 2,ocean_cruise,NR,2006,15,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,86,31,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-691,Minerva II,ocean_cruise,NR,2006,15,NR,unknown,NR,acute_gastroenteritis,23,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-016,Unnamed cruise ship (JTM 2006),ocean_cruise,Florida - Caribbean,2006,NR,Varicella-zoster virus,vaccine_preventable,Measles virus; Rubella virus,febrile_rash_illness,0,22,NR,NR,0,0,airborne/contact,academic,NR,https://doi.org/10.3390/ijerph16152713,quarantine_isolation; port_health_notification,NR
EVT-759,Unnamed cruise ship (Verhoef et al. 2008),ocean_cruise,Northern Europe,2006,10,Norovirus GII.4,gastrointestinal_viral,NR,acute_gastroenteritis,189,28,NR,NR,2,0,person-to-person/fomite,academic,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-637,Pacific Princess,ocean_cruise,NR,2007,27,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,50,6,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-638,Emerald Princess,ocean_cruise,NR,2007,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,156,22,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-639,Norwegian Pearl,ocean_cruise,NR,2007,10,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,335,24,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-640,Zaandam,ocean_cruise,NR,2007,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,91,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-641,Norwegian Dawn,ocean_cruise,NR,2007,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,149,15,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-642,Norwegian Crown,ocean_cruise,NR,2007,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,51,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-643,Carnival Spirit,ocean_cruise,NR,2007,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,116,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-644,Liberty of the Seas,ocean_cruise,NR,2007,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,200,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-645,Norwegian Star,ocean_cruise,NR,2007,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,177,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-646,Seven Seas Navigator,ocean_cruise,NR,2007,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,22,0,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-647,Zenith,ocean_cruise,NR,2007,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,89,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-648,Empress of the North,ocean_cruise,NR,2007,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,26,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-649,Ryndam,ocean_cruise,NR,2007,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,61,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-650,Seven Seas Mariner,ocean_cruise,NR,2007,13,Shigella spp.,foodborne_waterborne_bacterial,Salmonella; Enterobacter; Entamoeba histolytica,acute_gastroenteritis,38,5,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-651,Ryndam,ocean_cruise,NR,2007,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,184,26,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-652,Westerdam,ocean_cruise,NR,2007,10,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,146,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-653,Island Princess,ocean_cruise,NR,2007,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,179,37,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-654,Ryndam,ocean_cruise,NR,2007,31,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,110,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-655,Queen Elizabeth 2,ocean_cruise,NR,2007,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,276,28,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-861,Volendam,ocean_cruise,NR,2007,10,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Holland America Line; sailing 4/12/2007-4/22/2007; specimens not obtained
EVT-862,Regal Princess,ocean_cruise,NR,2007,12,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 3/13/2007-3/25/2007; specimens not obtained
EVT-863,Spirit of Nantucket,ocean_cruise,NR,2007,7,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Cruise West; sailing 1/27/2007-2/3/2007; specimens not obtained
EVT-864,Volendam,ocean_cruise,NR,2007,10,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Holland America Line; sailing 1/22/2007-2/1/2007; specimens not obtained
EVT-045,Unnamed cruise ship (Legionella 2008),ocean_cruise,Mediterranean,2008,NR,Legionella pneumophila,legionella,NR,legionnaires_disease,6,0,NR,NR,6,0,aerosolized water,official_public_health,NR,https://www.cdc.gov/mmwr/volumes/73/wr/mm7342a3.htm,enhanced_sanitation; port_health_notification,NR
EVT-623,Zuiderdam,ocean_cruise,NR,2008,18,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,262,17,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-624,Caribbean Princess,ocean_cruise,NR,2008,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,172,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-625,Norwegian Jewel,ocean_cruise,NR,2008,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,86,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-626,Grande Caribe,ocean_cruise,NR,2008,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,29,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-627,Norwegian Jewel,ocean_cruise,NR,2008,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,144,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-628,Seven Seas Mariner,ocean_cruise,NR,2008,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,33,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-629,Veendam,ocean_cruise,NR,2008,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,112,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-630,Norwegian Dream,ocean_cruise,NR,2008,19,Norovirus,gastrointestinal_viral,ETEC,acute_gastroenteritis,99,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
